Term	POS1	POS2	POS3	POS4	Subjectivity1	Subjectivity2	Subjectivity3	Subjectivity4	Polarity1	Polarity2	Polarity3	Polarity4	Anger1	Anger2	Anger3	Anger4	Disgust1	Disgust2	Disgust3	Disgust4	Fear1	Fear2	Fear3	Fear4	Happiness1	Happiness2	Happiness3	Happiness4	Sadness1	Sadness2	Sadness3	Sadness4	Surprise1	Surprise2	Surprise3	Surprise4	Aditional1	Aditional2	Aditional3	Aditional4	Comments1	Comments2	Comments3	Comments4	
βαφτιστικός	ADJ	NOUN	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	4	N/A	1	N/A	1	N/A	1	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βγαίνω	VERB	VERB	VERB	VERB	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βδελυγμία	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	NEG	NEG	NEG	2	1	2	3	3	5	3	5	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βεβαιώνω	VERB	VERB	VERB	VERB	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλακεία	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	4	N/A	4	2	4	N/A	3	5	1	N/A	1	1	1	N/A	1	1	2	N/A	1	2	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλαμμένος	PART	PART	PART	PART	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	2	5	3	4	2	3	5	1	1	1	1	1	1	1	1	2	1	1	2	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλαμμένος	N/A	PART	PART	PART	N/A	SUBJ+	SUBJ+	SUBJ+	N/A	NEG	NEG	NEG	N/A	2	5	3	N/A	2	3	5	N/A	1	1	1	N/A	1	1	1	N/A	1	1	2	N/A	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλαχάκι	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	3	N/A	5	3	3	N/A	4	5	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλαχάρα	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	5	3	3	2	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλαχιά	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	5	3	3	2	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλαχο-	ADP	N/A	OTHER	N/A	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	5	3	4	2	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλαχοδήμαρχος	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	5	3	3	2	4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλάχος	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	5	3	3	2	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βλέπω	VERB	VERB	VERB	VERB	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βοϊδάμαξα	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	3	1	3	N/A	3	2	1	N/A	2	1	1	N/A	1	1	1	N/A	1	1	2	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βολεύω	VERB	VERB	VERB	VERB	SUBJ-	SUBJ-	SUBJ-	SUBJ-	BOTH	POS	NEG	N/A	2	1	2	N/A	2	1	1	N/A	1	1	1	N/A	1	2	1	N/A	1	1	1	N/A	2	1	2	N/A	N/A	N/A	N/A	βολεμμένος	N/A	N/A	N/A	N/A	
βουίζω	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	2	1	2	N/A	2	3	2	N/A	2	1	1	N/A	1	1	1	N/A	2	1	3	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βουλησιαρχία	NOUN	NOUN	NOUN	NOUN	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βουτυρο-	ADP	N/A	OTHER	N/A	SUBJ+	SUBJ-	SUBJ+	OBJ	NEG	N/A	NEG	N/A	2	1	2	N/A	3	2	3	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	2	1	3	N/A	N/A	N/A	N/A	N/A	N/A	not easily usable	N/A	N/A	
βουτυρομπεμπές	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	2	1	2	2	3	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βουτυρόπαιδο	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	2	1	3	2	3	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρε	INTJ	INTJ	INTJ	INTJ	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	BOTH	NEG	BOTH	4	2	2	2	2	2	3	3	1	1	1	1	1	2	1	4	1	2	1	2	4	2	5	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρίσκω	VERB	VERB	VERB	VERB	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	only in expressions can denote sentiment	N/A	N/A	
βρομόπαιδο	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	1	3	4	4	3	4	4	1	1	1	1	1	1	1	1	1	1	2	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρομόπαιδο	N/A	NOUN	NOUN	NOUN	N/A	SUBJ-	SUBJ+	SUBJ+	N/A	NEG	NEG	NEG	N/A	1	3	4	N/A	3	4	4	N/A	1	2	1	N/A	1	1	1	N/A	1	2	1	N/A	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρομοποδαράς	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	4	4	4	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρομοπόδαρος	NOUN	ADJ	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	4	4	4	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρομοπόδαρος	N/A	ADJ	NOUN	NOUN	N/A	SUBJ+	SUBJ+	SUBJ+	N/A	NEG	NEG	NEG	N/A	1	4	4	N/A	3	4	5	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρομόσκυλο	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	4	4	4	3	4	5	2	1	3	1	1	1	1	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρομόχερο	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	N/A	1	5	2	N/A	3	4	4	N/A	1	1	1	N/A	1	1	1	N/A	1	2	1	N/A	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρωμόπαιδο	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	1	4	4	4	3	4	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρωμοποδαράς	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	4	4	4	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρωμοπόδαρος	NOUN	ADJ	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	4	4	4	3	4	5	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρωμοπόδαρος	N/A	ADJ	NOUN	NOUN	N/A	SUBJ+	SUBJ+	SUBJ+	N/A	NEG	NEG	NEG	N/A	1	4	4	N/A	3	4	5	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
βρωμόχερο	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ-	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	1	5	2	5	3	4	4	4	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαβγίζω	VERB	VERB	VERB	VERB	SUBJ+	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	4	N/A	4	1	1	N/A	3	4	3	N/A	3	1	1	N/A	1	1	1	N/A	1	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γάβγισμα	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ-	NEG	N/A	NEG	NEG	4	N/A	3	1	1	N/A	3	4	3	N/A	3	1	1	N/A	1	1	1	N/A	1	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαϊδουροκαβαλαρία	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ+	NEG	N/A	NEG	NEG	1	N/A	2	1	2	N/A	2	3	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	2	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμάω	VERB	VERB	VERB	VERB	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	BOTH	NEG	BOTH	5	4	5	4	2	4	2	4	1	4	1	1	1	4	1	3	1	4	1	3	4	4	4	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμάω	N/A	VERB	VERB	VERB	N/A	SUBJ+	SUBJ+	SUBJ+	N/A	BOTH	NEG	BOTH	N/A	4	5	4	N/A	4	2	4	N/A	4	1	1	N/A	4	1	3	N/A	4	1	3	N/A	4	4	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμήσι	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	BOTH	5	4	5	4	2	4	2	4	1	1	1	1	1	1	1	3	1	1	1	3	4	1	4	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμησιάτικα	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	4	5	4	3	4	2	4	1	1	1	1	1	1	1	1	1	1	1	4	4	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμιάς	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	BOTH	NEG	BOTH	3	3	5	2	4	3	3	3	1	1	1	1	1	3	1	3	1	1	1	2	3	1	4	1	N/A	N/A	N/A	N/A	N/A	exact positive sentiment: admiration	N/A	N/A	
γαμιέμαι	VERB	VERB	VERB	VERB	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	BOTH	NEG	NEG	5	4	5	5	3	4	2	5	1	4	1	1	1	4	1	1	1	4	1	1	3	4	4	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμιόλης	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	4	5	5	4	4	3	5	1	1	1	1	1	1	1	1	1	1	1	1	3	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμιόλης	N/A	NOUN	NOUN	NOUN	N/A	SUBJ+	SUBJ+	SUBJ+	N/A	NEG	NEG	NEG	N/A	4	5	5	N/A	4	3	5	N/A	1	1	1	N/A	1	1	1	N/A	1	1	1	N/A	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμπρός	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	OBJ	BOTH	N/A	NEG	N/A	3	N/A	2	N/A	3	N/A	2	N/A	1	N/A	1	N/A	3	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμπρούλης	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	SUBJ-	POS	N/A	POS	POS	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	4	2	1	N/A	1	1	3	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμώ	VERB	VERB	VERB	VERB	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	BOTH	NEG	BOTH	5	4	5	5	2	4	2	5	1	4	1	1	1	4	1	4	1	4	1	2	4	4	4	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμώ	N/A	VERB	VERB	VERB	N/A	SUBJ+	SUBJ+	SUBJ+	N/A	BOTH	NEG	BOTH	N/A	4	5	5	N/A	4	2	5	N/A	4	1	1	N/A	4	1	4	N/A	4	1	2	N/A	4	4	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμώτη	INTJ	INTJ	INTJ	INTJ	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	BOTH	NEG	NEG	5	4	5	3	3	4	2	4	1	4	1	1	1	4	1	1	1	4	1	2	4	4	5	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαμώτο	INTJ	INTJ	INTJ	INTJ	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	BOTH	NEG	NEG	5	4	5	3	3	4	2	4	1	4	1	1	1	4	1	1	1	4	1	2	4	4	5	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γαργαλώ	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	5	N/A	1	N/A	1	N/A	4	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γατάκι	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ+	NEG	POS	NEG	NEG	2	1	2	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γείτσες	INTJ	INTJ	INTJ	INTJ	SUBJ+	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	5	N/A	3	N/A	1	N/A	1	N/A	4	N/A	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γέλιο	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	POS	POS	POS	BOTH	1	1	1	1	1	1	1	3	1	1	1	1	5	5	5	5	1	1	1	1	5	1	5	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γεμίζω	VERB	VERB	VERB	VERB	OBJ	SUBJ-	OBJ	OBJ	N/A	POS	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	5	N/A	N/A	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	could be used objectively, accompanying a sentiment	N/A	N/A	
γενικός -ή -ό	ADJ	ADJ	ADJ	VERB	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γενικότητα	NOUN	NOUN	NOUN	NOUN	OBJ	OBJ	OBJ	OBJ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γενναιόφρονας	ADJ	ADJ	NOUN	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ+	POS	N/A	POS	POS	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	3	2	1	N/A	1	1	3	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γενναιόφρων -ων -ον	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ+	POS	N/A	POS	POS	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	4	N/A	3	2	1	N/A	1	1	3	N/A	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γεράκος	NOUN	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ-	POS	POS	POS	BOTH	1	1	1	1	1	1	1	2	1	1	1	1	3	2	4	2	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γερμανοτσολιάς	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	4	4	3	3	4	3	4	3	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γερομπαμπαλής	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	4	4	2	3	4	4	3	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γεροντοκόρος	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	3	2	4	1	4	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γεροξεκούτης	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	4	2	4	2	3	3	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γεροξούρας	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	2	4	2	4	2	4	3	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γεροπαραλυμένος	PART	PART	PART	PART	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	1	2	4	2	4	2	3	3	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γέρος	ADJ	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ+	OBJ	NEG	N/A	NEG	N/A	3	N/A	3	N/A	3	N/A	2	N/A	1	N/A	2	N/A	1	N/A	1	N/A	1	N/A	1	N/A	2	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γεροτράγος	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	5	2	5	3	4	2	3	4	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γερουσία	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	2	N/A	2	1	2	N/A	2	2	2	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γεύομαι	VERB	VERB	VERB	VERB	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	4	N/A	4	N/A	1	N/A	1	N/A	3	N/A	3	N/A	N/A	N/A	N/A	N/A	N/A	can accompany sentiment	N/A	N/A	
γεύση	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	BOTH	N/A	1	N/A	1	N/A	1	N/A	2	N/A	1	N/A	1	N/A	4	N/A	2	N/A	1	N/A	1	N/A	4	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γευστικός -ή -ό	ADJ	ADJ	ADJ	ADJ	SUBJ-	SUBJ-	SUBJ-	SUBJ+	POS	POS	POS	POS	1	1	1	1	1	1	1	1	1	1	1	1	4	2	5	4	1	1	1	1	4	1	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γηροκομείο	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	1	1	3	N/A	2	2	3	N/A	1	1	1	N/A	1	1	3	N/A	1	1	1	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γιαλαντζί	ADJ	ADJ	ADJ	ADJ	SUBJ-	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	3	N/A	3	2	3	N/A	3	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	4	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γιάνκης	ADJ	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ-	NEG	NEG	NEG	NEG	2	1	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γιατάκι	NOUN	NOUN	NOUN	NOUN	SUBJ-	OBJ	SUBJ-	OBJ	POS	N/A	POS	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	1	N/A	3	N/A	3	N/A	1	N/A	1	N/A	2	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γιατροσόφι	NOUN	NOUN	NOUN	NOUN	SUBJ+	OBJ	SUBJ-	SUBJ-	NEG	N/A	NEG	NEG	1	N/A	1	1	3	N/A	2	2	2	N/A	1	1	1	N/A	1	1	1	N/A	1	1	3	N/A	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γιόκας	ADJ	NOUN	NOUN	NOUN	SUBJ-	SUBJ+	SUBJ-	SUBJ-	NEG	POS	NEG	BOTH	2	1	2	1	3	1	2	3	1	1	1	1	1	3	1	2	1	1	1	1	2	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γιουφτάκος	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	4	2	4	2	3	3	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γιούφτος	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	4	1	4	2	4	2	3	4	3	1	3	1	1	1	1	1	1	1	1	1	3	1	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γκάβακας	NOUN	NOUN	NOUN	NOUN	SUBJ+	SUBJ+	SUBJ+	SUBJ+	NEG	NEG	NEG	NEG	3	1	4	2	3	2	3	3	1	1	2	1	1	1	1	1	2	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γκαβός	NOUN	ADJ	ADJ	ADJ	SUBJ+	SUBJ+	SUBJ+	SUBJ-	NEG	NEG	NEG	NEG	2	1	4	1	3	2	3	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
γκαβός	N/A	ADJ	ADJ	ADJ	N/A	SUBJ+	SUBJ+	SUBJ-	N/A	NEG	NEG	NEG	N/A	1	4	1	N/A	2	3	2	N/A	1	2	1	N/A	1	1	1	N/A	1	1	1	N/A	1	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
